MovieId,Title,RegionId,Name,year,GenreId,genre
52,Lawrence of Arabia,9,Europe,,,
52,Lawrence of Arabia,10,Africa,,,
53,Phone Booth,6,Other countries,,,
53,Phone Booth,7,America,,,
53,Phone Booth,8,Asia,,,
53,Phone Booth,9,Europe,,,
53,Phone Booth,10,Africa,,,
54,Cowboys & Aliens,7,America,,,
54,Cowboys & Aliens,8,Asia,,,
54,Cowboys & Aliens,9,Europe,,,
55,After Earth,6,Other countries,,,
55,After Earth,7,America,,,
55,After Earth,8,Asia,,,
55,After Earth,9,Europe,,,
55,After Earth,10,Africa,,,
56,This Means War,8,Asia,,,
56,This Means War,9,Europe,,,
56,This Means War,10,Africa,,,
57,Star Wars: Episode I - The Phantom Menace,7,America,,,
57,Star Wars: Episode I - The Phantom Menace,8,Asia,,,
57,Star Wars: Episode I - The Phantom Menace,9,Europe,,,
57,Star Wars: Episode I - The Phantom Menace,10,Africa,,,
58,National Treasure: Book of Secrets,6,Other countries,,,
58,National Treasure: Book of Secrets,7,America,,,
58,National Treasure: Book of Secrets,8,Asia,,,
58,National Treasure: Book of Secrets,9,Europe,,,
60,Taxi Driver,8,Asia,,,
60,Taxi Driver,9,Europe,,,
61,Goodfellas,7,America,,,
61,Goodfellas,8,Asia,,,
61,Goodfellas,9,Europe,,,
61,Goodfellas,10,Africa,,,
62,Les Misérables,7,America,,,
62,Les Misérables,8,Asia,,,
62,Les Misérables,9,Europe,,,
63,Gone with the Wind,7,America,,,
63,Gone with the Wind,8,Asia,,,
63,Gone with the Wind,9,Europe,,,
63,Gone with the Wind,10,Africa,,,
64,300: Rise of an Empire,7,America,,,
64,300: Rise of an Empire,8,Asia,,,
64,300: Rise of an Empire,9,Europe,,,
64,300: Rise of an Empire,10,Africa,,,
65,Harry Potter and the Order of the Phoenix,6,Other countries,,,
65,Harry Potter and the Order of the Phoenix,7,America,,,
65,Harry Potter and the Order of the Phoenix,8,Asia,,,
65,Harry Potter and the Order of the Phoenix,9,Europe,,,
65,Harry Potter and the Order of the Phoenix,10,Africa,,,
66,Austin Powers in Goldmember,8,Asia,,,
69,Interstellar,7,America,,,
69,Interstellar,8,Asia,,,
69,Interstellar,9,Europe,,,
69,Interstellar,10,Africa,,,
70,Thor: The Dark World,6,Other countries,,,
70,Thor: The Dark World,7,America,,,
70,Thor: The Dark World,8,Asia,,,
70,Thor: The Dark World,9,Europe,,,
70,Thor: The Dark World,10,Africa,,,
71,Gangster Squad,7,America,,,
71,Gangster Squad,8,Asia,,,
71,Gangster Squad,9,Europe,,,
72,Shrek 2,6,Other countries,,,
72,Shrek 2,7,America,,,
72,Shrek 2,8,Asia,,,
72,Shrek 2,9,Europe,,,
72,Shrek 2,10,Africa,,,
73,Taken 3,7,America,,,
73,Taken 3,8,Asia,,,
73,Taken 3,9,Europe,,,
73,Taken 3,10,Africa,,,
74,Chappie,7,America,,,
74,Chappie,8,Asia,,,
74,Chappie,9,Europe,,,
74,Chappie,10,Africa,,,
75,Trainspotting,7,America,,,
75,Trainspotting,8,Asia,,,
75,Trainspotting,9,Europe,,,
75,Trainspotting,10,Africa,,,
76,The Happening,7,America,,,
76,The Happening,8,Asia,,,
76,The Happening,9,Europe,,,
76,The Happening,10,Africa,,,
77,Superbad,7,America,,,
77,Superbad,8,Asia,,,
77,Superbad,9,Europe,,,
77,Superbad,10,Africa,,,
78,Perfume: The Story of a Murderer,6,Other countries,,,
78,Perfume: The Story of a Murderer,7,America,,,
78,Perfume: The Story of a Murderer,8,Asia,,,
78,Perfume: The Story of a Murderer,9,Europe,,,
78,Perfume: The Story of a Murderer,10,Africa,,,
79,The Book of Eli,8,Asia,,,
79,The Book of Eli,9,Europe,,,
79,The Book of Eli,10,Africa,,,
80,Gladiator,7,America,,,
80,Gladiator,8,Asia,,,
80,Gladiator,9,Europe,,,
80,Gladiator,10,Africa,,,
81,American History X,7,America,,,
81,American History X,8,Asia,,,
81,American History X,9,Europe,,,
81,American History X,10,Africa,,,
82,50 First Dates,7,America,,,
82,50 First Dates,8,Asia,,,
82,50 First Dates,9,Europe,,,
82,50 First Dates,10,Africa,,,
83,Bridesmaids,7,America,,,
83,Bridesmaids,8,Asia,,,
83,Bridesmaids,9,Europe,,,
84,Vertigo,7,America,,,
84,Vertigo,8,Asia,,,
84,Vertigo,9,Europe,,,
85,Zoolander,7,America,,,
85,Zoolander,8,Asia,,,
85,Zoolander,9,Europe,,,
86,EuroTrip,7,America,,,
86,EuroTrip,8,Asia,,,
86,EuroTrip,9,Europe,,,
86,EuroTrip,10,Africa,,,
87,Birdman or (The Unexpected Virtue of Ignorance),7,America,,,
87,Birdman or (The Unexpected Virtue of Ignorance),8,Asia,,,
87,Birdman or (The Unexpected Virtue of Ignorance),9,Europe,,,
87,Birdman or (The Unexpected Virtue of Ignorance),10,Africa,,,
88,17 Again,7,America,,,
88,17 Again,8,Asia,,,
88,17 Again,9,Europe,,,
89,Modern Times,6,Other countries,,,
89,Modern Times,7,America,,,
89,Modern Times,8,Asia,,,
89,Modern Times,9,Europe,,,
89,Modern Times,10,Africa,,,
90,Stardust,7,America,,,
90,Stardust,8,Asia,,,
90,Stardust,9,Europe,,,
90,Stardust,10,Africa,,,
91,How to Train Your Dragon,8,Asia,,,
92,Nocturnal Animals,7,America,,,
92,Nocturnal Animals,8,Asia,,,
92,Nocturnal Animals,9,Europe,,,
93,Being John Malkovich,8,Asia,,,
93,Being John Malkovich,9,Europe,,,
93,Being John Malkovich,10,Africa,,,
94,Dracula,7,America,,,
94,Dracula,8,Asia,,,
94,Dracula,9,Europe,,,
94,Dracula,10,Africa,,,
95,Charlie and the Chocolate Factory,7,America,,,
95,Charlie and the Chocolate Factory,8,Asia,,,
95,Charlie and the Chocolate Factory,9,Europe,,,
95,Charlie and the Chocolate Factory,10,Africa,,,
96,Spider-Man 2,7,America,,,
97,Kill Bill: Vol. 2,7,America,,,
97,Kill Bill: Vol. 2,8,Asia,,,
97,Kill Bill: Vol. 2,9,Europe,,,
97,Kill Bill: Vol. 2,10,Africa,,,
98,Harry Potter and the Deathly Hallows: Part 1,7,America,,,
98,Harry Potter and the Deathly Hallows: Part 1,8,Asia,,,
98,Harry Potter and the Deathly Hallows: Part 1,9,Europe,,,
99,Creed,7,America,,,
99,Creed,8,Asia,,,
99,Creed,9,Europe,,,
99,Creed,10,Africa,,,
100,The Maze Runner,7,America,,,
100,The Maze Runner,8,Asia,,,
100,The Maze Runner,9,Europe,,,
100,The Maze Runner,10,Africa,,,
103,Up,7,America,,,
103,Up,8,Asia,,,
103,Up,9,Europe,,,
104,Life of Pi,8,Asia,,,
105,Indiana Jones and the Kingdom of the Crystal Skull,7,America,,,
105,Indiana Jones and the Kingdom of the Crystal Skull,8,Asia,,,
105,Indiana Jones and the Kingdom of the Crystal Skull,9,Europe,,,
105,Indiana Jones and the Kingdom of the Crystal Skull,10,Africa,,,
106,Before Sunset,7,America,,,
106,Before Sunset,8,Asia,,,
106,Before Sunset,9,Europe,,,
106,Before Sunset,10,Africa,,,
107,Warrior,8,Asia,,,
107,Warrior,9,Europe,,,
107,Warrior,10,Africa,,,
108,The Wolf of Wall Street,7,America,,,
108,The Wolf of Wall Street,8,Asia,,,
108,The Wolf of Wall Street,9,Europe,,,
108,The Wolf of Wall Street,10,Africa,,,
109,Se7en,7,America,,,
109,Se7en,8,Asia,,,
110,Argo,6,Other countries,,,
110,Argo,7,America,,,
110,Argo,8,Asia,,,
110,Argo,9,Europe,,,
111,The Hangover Part III,7,America,,,
111,The Hangover Part III,8,Asia,,,
111,The Hangover Part III,9,Europe,,,
111,The Hangover Part III,10,Africa,,,
112,The Twilight Saga: New Moon,6,Other countries,,,
112,The Twilight Saga: New Moon,8,Asia,,,
112,The Twilight Saga: New Moon,9,Europe,,,
112,The Twilight Saga: New Moon,10,Africa,,,
113,Amadeus,7,America,,,
113,Amadeus,8,Asia,,,
113,Amadeus,9,Europe,,,
113,Amadeus,10,Africa,,,
114,Rush,6,Other countries,,,
114,Rush,9,Europe,,,
114,Rush,10,Africa,,,
115,4: Rise of the Silver Surfer,7,America,,,
115,4: Rise of the Silver Surfer,8,Asia,,,
115,4: Rise of the Silver Surfer,9,Europe,,,
115,4: Rise of the Silver Surfer,10,Africa,,,
117,50/50,7,America,,,
117,50/50,8,Asia,,,
118,The Lord of the Rings: The Return of the King,7,America,,,
118,The Lord of the Rings: The Return of the King,8,Asia,,,
118,The Lord of the Rings: The Return of the King,9,Europe,,,
118,The Lord of the Rings: The Return of the King,10,Africa,,,
119,Zodiac,7,America,,,
119,Zodiac,8,Asia,,,
119,Zodiac,9,Europe,,,
120,Finding Nemo,7,America,,,
120,Finding Nemo,8,Asia,,,
120,Finding Nemo,9,Europe,,,
120,Finding Nemo,10,Africa,,,
121,Lethal Weapon,7,America,,,
121,Lethal Weapon,8,Asia,,,
121,Lethal Weapon,9,Europe,,,
122,Limitless,8,Asia,,,
122,Limitless,9,Europe,,,
123,Black Swan,7,America,,,
124,Reservoir Dogs,7,America,,,
125,The Talented Mr. Ripley,7,America,,,
125,The Talented Mr. Ripley,8,Asia,,,
125,The Talented Mr. Ripley,9,Europe,,,
125,The Talented Mr. Ripley,10,Africa,,,
126,The Day After Tomorrow,7,America,,,
126,The Day After Tomorrow,8,Asia,,,
126,The Day After Tomorrow,9,Europe,,,
126,The Day After Tomorrow,10,Africa,,,
127,Warm Bodies,7,America,,,
129,The World Is Not Enough,7,America,,,
129,The World Is Not Enough,8,Asia,,,
129,The World Is Not Enough,9,Europe,,,
130,Get Smart,7,America,,,
130,Get Smart,8,Asia,,,
130,Get Smart,9,Europe,,,
130,Get Smart,10,Africa,,,
131,Mr. & Mrs. Smith,8,Asia,,,
131,Mr. & Mrs. Smith,9,Europe,,,
131,Mr. & Mrs. Smith,10,Africa,,,
132,Gattaca,7,America,,,
132,Gattaca,8,Asia,,,
132,Gattaca,9,Europe,,,
132,Gattaca,10,Africa,,,
133,The Life Aquatic with Steve Zissou,7,America,,,
133,The Life Aquatic with Steve Zissou,8,Asia,,,
133,The Life Aquatic with Steve Zissou,9,Europe,,,
133,The Life Aquatic with Steve Zissou,10,Africa,,,
134,The Nice Guys,7,America,,,
134,The Nice Guys,8,Asia,,,
134,The Nice Guys,9,Europe,,,
135,Million Dollar Baby,9,Europe,,,
136,American Pie,7,America,,,
136,American Pie,8,Asia,,,
136,American Pie,9,Europe,,,
136,American Pie,10,Africa,,,
137,Law Abiding Citizen,6,Other countries,,,
137,Law Abiding Citizen,7,America,,,
137,Law Abiding Citizen,8,Asia,,,
137,Law Abiding Citizen,9,Europe,,,
139,The Notebook,7,America,,,
139,The Notebook,8,Asia,,,
139,The Notebook,9,Europe,,,
140,Predestination,7,America,,,
140,Predestination,8,Asia,,,
141,Scarface,7,America,,,
141,Scarface,8,Asia,,,
141,Scarface,9,Europe,,,
141,Scarface,10,Africa,,,
142,Walk the Line,6,Other countries,,,
142,Walk the Line,7,America,,,
142,Walk the Line,8,Asia,,,
142,Walk the Line,9,Europe,,,
143,WALL·E,6,Other countries,,,
143,WALL·E,7,America,,,
143,WALL·E,8,Asia,,,
143,WALL·E,9,Europe,,,
143,WALL·E,10,Africa,,,
144,Ice Age: Continental Drift,8,Asia,,,
144,Ice Age: Continental Drift,9,Europe,,,
144,Ice Age: Continental Drift,10,Africa,,,
145,Blue Jasmine,7,America,,,
145,Blue Jasmine,8,Asia,,,
145,Blue Jasmine,9,Europe,,,
145,Blue Jasmine,10,Africa,,,
146,The Village,7,America,,,
146,The Village,8,Asia,,,
148,The Secret Life of Walter Mitty,7,America,,,
148,The Secret Life of Walter Mitty,8,Asia,,,
148,The Secret Life of Walter Mitty,9,Europe,,,
148,The Secret Life of Walter Mitty,10,Africa,,,
149,The Elephant Man,8,Asia,,,
150,The Grey,7,America,,,
150,The Grey,8,Asia,,,
150,The Grey,9,Europe,,,
150,The Grey,10,Africa,,,
151,Pulp Fiction,7,America,,,
151,Pulp Fiction,8,Asia,,,
151,Pulp Fiction,9,Europe,,,
151,Pulp Fiction,10,Africa,,,
152,Saw II,7,America,,,
152,Saw II,8,Asia,,,
152,Saw II,9,Europe,,,
152,Saw II,10,Africa,,,
153,Fantastic Beasts and Where to Find Them,7,America,,,
153,Fantastic Beasts and Where to Find Them,8,Asia,,,
153,Fantastic Beasts and Where to Find Them,9,Europe,,,
153,Fantastic Beasts and Where to Find Them,10,Africa,,,
154,National Treasure,7,America,,,
154,National Treasure,8,Asia,,,
154,National Treasure,9,Europe,,,
154,National Treasure,10,Africa,,,
155,The Passion of the Christ,6,Other countries,,,
155,The Passion of the Christ,7,America,,,
155,The Passion of the Christ,8,Asia,,,
155,The Passion of the Christ,9,Europe,,,
155,The Passion of the Christ,10,Africa,,,
156,Rear Window,7,America,,,
156,Rear Window,8,Asia,,,
156,Rear Window,9,Europe,,,
158,We're the Millers,7,America,,,
158,We're the Millers,8,Asia,,,
158,We're the Millers,9,Europe,,,
158,We're the Millers,10,Africa,,,
159,"I Love You, Man",6,Other countries,,,
159,"I Love You, Man",7,America,,,
159,"I Love You, Man",8,Asia,,,
159,"I Love You, Man",9,Europe,,,
160,American Gangster,7,America,,,
160,American Gangster,8,Asia,,,
160,American Gangster,9,Europe,,,
160,American Gangster,10,Africa,,,
161,Just Go with It,7,America,,,
161,Just Go with It,8,Asia,,,
161,Just Go with It,10,Africa,,,
162,Kick-Ass,7,America,,,
162,Kick-Ass,8,Asia,,,
162,Kick-Ass,9,Europe,,,
162,Kick-Ass,10,Africa,,,
163,Pitch Black,7,America,,,
163,Pitch Black,8,Asia,,,
163,Pitch Black,9,Europe,,,
163,Pitch Black,10,Africa,,,
164,Armageddon,7,America,,,
164,Armageddon,8,Asia,,,
164,Armageddon,9,Europe,,,
164,Armageddon,10,Africa,,,
165,Gone Baby Gone,7,America,,,
165,Gone Baby Gone,8,Asia,,,
165,Gone Baby Gone,9,Europe,,,
165,Gone Baby Gone,10,Africa,,,
166,Elysium,7,America,,,
166,Elysium,8,Asia,,,
166,Elysium,9,Europe,,,
166,Elysium,10,Africa,,,
167,Rambo,7,America,,,
167,Rambo,8,Asia,,,
167,Rambo,9,Europe,,,
167,Rambo,10,Africa,,,
168,28 Weeks Later,7,America,,,
168,28 Weeks Later,8,Asia,,,
168,28 Weeks Later,9,Europe,,,
168,28 Weeks Later,10,Africa,,,
170,Forgetting Sarah Marshall,7,America,,,
170,Forgetting Sarah Marshall,8,Asia,,,
170,Forgetting Sarah Marshall,9,Europe,,,
170,Forgetting Sarah Marshall,10,Africa,,,
171,Zombieland,7,America,,,
171,Zombieland,8,Asia,,,
171,Zombieland,9,Europe,,,
171,Zombieland,10,Africa,,,
172,Iron Man,7,America,,,
172,Iron Man,8,Asia,,,
172,Iron Man,9,Europe,,,
172,Iron Man,10,Africa,,,
173,2 Fast 2 Furious,6,Other countries,,,
173,2 Fast 2 Furious,7,America,,,
173,2 Fast 2 Furious,8,Asia,,,
173,2 Fast 2 Furious,9,Europe,,,
173,2 Fast 2 Furious,10,Africa,,,
174,The Italian Job,7,America,,,
174,The Italian Job,8,Asia,,,
174,The Italian Job,9,Europe,,,
174,The Italian Job,10,Africa,,,
176,Predator,8,Asia,,,
176,Predator,9,Europe,,,
177,Lincoln,6,Other countries,,,
177,Lincoln,7,America,,,
177,Lincoln,8,Asia,,,
177,Lincoln,9,Europe,,,
177,Lincoln,10,Africa,,,
178,Groundhog Day,7,America,,,
178,Groundhog Day,8,Asia,,,
178,Groundhog Day,9,Europe,,,
178,Groundhog Day,10,Africa,,,
179,Hancock,6,Other countries,,,
179,Hancock,8,Asia,,,
179,Hancock,10,Africa,,,
181,K-PAX,8,Asia,,,
181,K-PAX,9,Europe,,,
182,The Proposal,6,Other countries,,,
182,The Proposal,7,America,,,
182,The Proposal,8,Asia,,,
182,The Proposal,10,Africa,,,
183,3 Idiots,7,America,,,
183,3 Idiots,8,Asia,,,
183,3 Idiots,9,Europe,,,
184,Mononoke-hime,7,America,,,
184,Mononoke-hime,8,Asia,,,
184,Mononoke-hime,9,Europe,,,
184,Mononoke-hime,10,Africa,,,
185,Psycho,6,Other countries,,,
185,Psycho,7,America,,,
185,Psycho,8,Asia,,,
185,Psycho,9,Europe,,,
186,Shakespeare in Love,7,America,,,
186,Shakespeare in Love,8,Asia,,,
186,Shakespeare in Love,9,Europe,,,
187,Rango,7,America,,,
187,Rango,8,Asia,,,
187,Rango,9,Europe,,,
187,Rango,10,Africa,,,
188,Meet the Parents,7,America,,,
188,Meet the Parents,8,Asia,,,
188,Meet the Parents,9,Europe,,,
188,Meet the Parents,10,Africa,,,
189,The Nightmare Before Christmas,7,America,,,
189,The Nightmare Before Christmas,8,Asia,,,
189,The Nightmare Before Christmas,9,Europe,,,
189,The Nightmare Before Christmas,10,Africa,,,
190,E.T. the Extra-Terrestrial,7,America,,,
190,E.T. the Extra-Terrestrial,8,Asia,,,
190,E.T. the Extra-Terrestrial,9,Europe,,,
190,E.T. the Extra-Terrestrial,10,Africa,,,
191,Corpse Bride,7,America,,,
191,Corpse Bride,8,Asia,,,
191,Corpse Bride,9,Europe,,,
191,Corpse Bride,10,Africa,,,
192,The Mummy Returns,7,America,,,
192,The Mummy Returns,8,Asia,,,
192,The Mummy Returns,9,Europe,,,
193,Deja Vu,7,America,,,
193,Deja Vu,8,Asia,,,
193,Deja Vu,9,Europe,,,
193,Deja Vu,10,Africa,,,
194,The Lord of the Rings: The Fellowship of the Ring,7,America,,,
194,The Lord of the Rings: The Fellowship of the Ring,8,Asia,,,
194,The Lord of the Rings: The Fellowship of the Ring,9,Europe,,,
195,The A-Team,7,America,,,
195,The A-Team,8,Asia,,,
196,Terminator Salvation,7,America,,,
196,Terminator Salvation,8,Asia,,,
196,Terminator Salvation,9,Europe,,,
196,Terminator Salvation,10,Africa,,,
197,Serenity,7,America,,,
197,Serenity,8,Asia,,,
197,Serenity,9,Europe,,,
197,Serenity,10,Africa,,,
198,Whiplash,7,America,,,
198,Whiplash,8,Asia,,,
198,Whiplash,9,Europe,,,
198,Whiplash,10,Africa,,,
199,Brazil,7,America,,,
199,Brazil,8,Asia,,,
199,Brazil,9,Europe,,,
199,Brazil,10,Africa,,,
200,Sinister,6,Other countries,,,
200,Sinister,7,America,,,
200,Sinister,8,Asia,,,
200,Sinister,9,Europe,,,
200,Sinister,10,Africa,,,
201,Big,6,Other countries,,,
201,Big,7,America,,,
201,Big,8,Asia,,,
201,Big,9,Europe,,,
201,Big,10,Africa,,,
202,The Tourist,6,Other countries,,,
202,The Tourist,7,America,,,
202,The Tourist,8,Asia,,,
202,The Tourist,9,Europe,,,
202,The Tourist,10,Africa,,,
203,Stand by Me,7,America,,,
203,Stand by Me,8,Asia,,,
203,Stand by Me,9,Europe,,,
204,The Hurt Locker,6,Other countries,,,
204,The Hurt Locker,7,America,,,
204,The Hurt Locker,8,Asia,,,
204,The Hurt Locker,9,Europe,,,
204,The Hurt Locker,10,Africa,,,
205,Con Air,7,America,,,
205,Con Air,8,Asia,,,
205,Con Air,9,Europe,,,
205,Con Air,10,Africa,,,
206,The Patriot,7,America,,,
206,The Patriot,8,Asia,,,
206,The Patriot,9,Europe,,,
206,The Patriot,10,Africa,,,
207,Olympus Has Fallen,8,Asia,,,
207,Olympus Has Fallen,10,Africa,,,
208,Predators,7,America,,,
208,Predators,8,Asia,,,
208,Predators,9,Europe,,,
208,Predators,10,Africa,,,
209,Back to the Future Part II,7,America,,,
209,Back to the Future Part II,8,Asia,,,
209,Back to the Future Part II,9,Europe,,,
209,Back to the Future Part II,10,Africa,,,
210,The Beach,7,America,,,
210,The Beach,9,Europe,,,
210,The Beach,10,Africa,,,
211,Lucky Number Slevin,7,America,,,
211,Lucky Number Slevin,8,Asia,,,
215,American Reunion,7,America,,,
215,American Reunion,8,Asia,,,
215,American Reunion,9,Europe,,,
215,American Reunion,10,Africa,,,
216,Full Metal Jacket,7,America,,,
216,Full Metal Jacket,8,Asia,,,
216,Full Metal Jacket,9,Europe,,,
216,Full Metal Jacket,10,Africa,,,
217,Ratatouille,7,America,,,
217,Ratatouille,8,Asia,,,
217,Ratatouille,9,Europe,,,
217,Ratatouille,10,Africa,,,
218,The Theory of Everything,6,Other countries,,,
218,The Theory of Everything,7,America,,,
218,The Theory of Everything,8,Asia,,,
218,The Theory of Everything,9,Europe,,,
218,The Theory of Everything,10,Africa,,,
219,Hacksaw Ridge,7,America,,,
219,Hacksaw Ridge,8,Asia,,,
219,Hacksaw Ridge,9,Europe,,,
219,Hacksaw Ridge,10,Africa,,,
220,Blade II,8,Asia,,,
220,Blade II,9,Europe,,,
220,Blade II,10,Africa,,,
221,American Pie 2,7,America,,,
221,American Pie 2,8,Asia,,,
221,American Pie 2,9,Europe,,,
221,American Pie 2,10,Africa,,,
223,Pretty Woman,6,Other countries,,,
223,Pretty Woman,7,America,,,
223,Pretty Woman,8,Asia,,,
223,Pretty Woman,9,Europe,,,
223,Pretty Woman,10,Africa,,,
224,The Hobbit: The Desolation of Smaug,8,Asia,,,
224,The Hobbit: The Desolation of Smaug,9,Europe,,,
225,Some Like It Hot,6,Other countries,,,
225,Some Like It Hot,7,America,,,
225,Some Like It Hot,8,Asia,,,
225,Some Like It Hot,9,Europe,,,
226,Iron Man Three,7,America,,,
226,Iron Man Three,8,Asia,,,
226,Iron Man Three,9,Europe,,,
